id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_usaha,jumlah_umkm,satuan,tahun
1196,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KONVEKSI,0,UNIT,2021
1197,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KULINER,1,UNIT,2021
1198,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN,55,UNIT,2021
1199,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MINUMAN,8,UNIT,2021
1200,32,JAWA BARAT,3278,KOTA TASIKMALAYA,OBAT-OBATAN,0,UNIT,2021
1201,32,JAWA BARAT,3279,KOTA BANJAR,AGRIBISNIS,1,UNIT,2021
1202,32,JAWA BARAT,3279,KOTA BANJAR,AKSESORIS,0,UNIT,2021
1203,32,JAWA BARAT,3279,KOTA BANJAR,BATIK,0,UNIT,2021
1204,32,JAWA BARAT,3279,KOTA BANJAR,BORDIR,0,UNIT,2021
1205,32,JAWA BARAT,3279,KOTA BANJAR,CRAFT,9,UNIT,2021
1206,32,JAWA BARAT,3279,KOTA BANJAR,DEKORASI,2,UNIT,2021
1207,32,JAWA BARAT,3279,KOTA BANJAR,MEBEL,3,UNIT,2021
1208,32,JAWA BARAT,3279,KOTA BANJAR,FASHION,9,UNIT,2021
1209,32,JAWA BARAT,3279,KOTA BANJAR,INDUSTRI,5,UNIT,2021
1210,32,JAWA BARAT,3279,KOTA BANJAR,JASA,9,UNIT,2021
1211,32,JAWA BARAT,3279,KOTA BANJAR,KONVEKSI,0,UNIT,2021
1212,32,JAWA BARAT,3279,KOTA BANJAR,KULINER,4,UNIT,2021
1213,32,JAWA BARAT,3279,KOTA BANJAR,MAKANAN,64,UNIT,2021
1214,32,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,14,UNIT,2021
1215,32,JAWA BARAT,3279,KOTA BANJAR,OBAT-OBATAN,0,UNIT,2021
